tweet_id,tweet_text,class_label,predicted_label,confidence,entropy
1107353602434183169,"Maybe armchair critics like @lilomatic can appreciate what the real situation on the ground is like, in mounting rescue operations within the affected areas. Mountainous areas like Chimanimani, Chipinge, Vumba, Nyanga, etc are no stroll in the park.",caution_and_advice,rescue_volunteering_or_donation_effort,0.85,
1108735335733825536,RT @povozim: Total Zimbabwe on the fuel situation in the country following Cyclone Idai floods #Zimbabwe #CycloneIdai,other_relevant_information,infrastructure_and_utility_damage,0.85,
1113073066131800064,Disease outbreaks: INGC maps potential risk areas in Sofala – #Mozambique  #Floods #CycloneIdai,caution_and_advice,other_relevant_information,0.9,
1109463868940664832,A discussion on #CycloneIdai and appeal for assistance #Malawi #SABC #MalawiFloods #MalawiFloods2019,other_relevant_information,requests_or_urgent_needs,0.85,
1117135437171183616,"Join Mission with @FAOMozambique, @UNICEF_Moz &amp; @CruzVermelhaMOZ to support local #activists in #CycloneIdai affected areas to carry out nutritional education, hygiene and environmental sanitation activities in Manica Province #Investinhumanity",other_relevant_information,rescue_volunteering_or_donation_effort,0.9,
1110071683652771840,Darikwa dedicates win to cyclone victims  @NewsDayZimbabwe @HStvZim @263Chat @thestandardzim #CycloneIdai #GoWarriorsGo,other_relevant_information,sympathy_and_support,0.9,
1106916905451962370,"This is a house of a friend who works in Chimanimani, called him and he is safe because he had gone to Mutare for the weekend. But he is saying under those rumbles &amp; car their is a young man who is trapped &amp; their is no relief at all. Hope he will be saved. #cycloneidai",other_relevant_information,injured_or_dead_people,0.9,
1108126634643738629,"EU releases €3.5 million in emergency aid following Tropical Cyclone #Idai and deadly floods in Mozambique, Malawi and Zimbabwe. The funding will provide logistical support, emergency shelter, hygiene, sanitation &amp; health care:  #IdaiCyclone",rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1110276436080906240,Today we hosted a high powered @eu_echo delegation alongside @UN inter-agencies &amp; International Non Governmental Organisations in #Mutare to strengthen coordination efforts &amp; to strategise on the delivery of a complementary multi-sectoral response to #CycloneIdai impact.,rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1111170769395089408,"In #Mozambique, WHO are building up a #CycloneIdai surge team of over 40 staff from across the Organization, with expertise in coordination, planning, logistics, epidemiology, and outbreak prevention and response.",rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1108722187803000833,"#cycloneidai Update: Tanzanian Government dispatches aid supplies consisting of medicine, rice and Maize to Zimbabwe, Malawi and Mozambique. Zimbabwean consignment arrived last night.",rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1108617921742454787,Hatidi kunzwa kuti pane afa ne zhara. Chikafu chiripo chinokwana munhu wese./ We dont want to hear of reports of people dying of hunger. Government has availed enough food for everyone - President ED Mnangagwa #Chimanimani #CycloneIdai,other_relevant_information,sympathy_and_support,0.85,
1108811441497350145,@263Chat @edmnangagwa @InfoMinZW Lets hope and Pray that all the donations being made find their way to the #CYCLONEIDAI victims not to end up being diverted by Fatcats.,not_humanitarian,sympathy_and_support,0.9,
1111614053452075010,eish this is soo sad amana @promabs @tsandrasharara,other_relevant_information,sympathy_and_support,0.9,
1111337397550268417,@giftsiziba93 @Wamagaisa @DougColtart @advocatemahere @cdesetfree @hwendec @BvondoChidziva ARMCHAIR critics from the leafy suburbs of Harare are now in the forefront of spreading heresy &amp; blatant lies to cause confusion &amp; despondency on the distribution of relief aid to the victims of #CycloneIdai. I challenge them to go to Ngangu &amp; Copa to assist. @CharityMaodza,not_humanitarian,rescue_volunteering_or_donation_effort,0.9,
1107310769279066113,"We appeal to friends, colleagues and interested stakeholders to support in this critical time for affected areas in #Zimbabwe. Your support go a long way in saving lives @zambezi40 @RSTMH @healthtimeszim @helatv_zim @cheveningfco @UKinZimbabwe @Africa_evidence @i_Adebusuyi",sympathy_and_support,rescue_volunteering_or_donation_effort,0.95,
1108190174062825472,"@isostandards The world continues to assist victims of the disaster caused by the cyclone in Malawi, Mozambique and Zimbabwe. The disaster is a sign for the world to seriously implement ISO standards in order manage Risks and Opportunities as Actions to address the 17 SDGs.",rescue_volunteering_or_donation_effort,other_relevant_information,0.8,
1112059723661131781,"The Government of #Mozambique has officially confirmed cholera within camps for people displaced by #CycloneIdai. Daniel Timme, Chief of Communications @UNICEF_Moz tells us what UNICEF is doing to provide aid. Send help to children in need. Donate now at",displaced_people_and_evacuations,requests_or_urgent_needs,0.9,
1109897761447690240,"2019 Africa Cup of Nations certified @online_zifa @officialzfl Go Warriors Go Thank you boys ,a performance in rememberance of the #CycloneIdai victims we are one Knock knock  Who is there?? Warriors from down south stepping in Pharaohs land on a mission",other_relevant_information,sympathy_and_support,0.85,
1108559158863900672,@edmnangagwa Thank you Cde President for your great effort and leadership you’ve shown in managing this natural disaster. I think your message has been clear and consistent when it comes to being united especially at times of crisis. We wish the people affected by #CycloneIdai the best!,other_relevant_information,sympathy_and_support,0.9,
1111137232340074496,Social media spreading lies. No politics in aid #CycloneIdaiZW. @InfoMinZW @powerfmzimbabwe @khulumanifm95 @centralradio958 @nationalfmzim @radiozim. As Govt adds another RTGS@@$50M to help in developing the affected areas. @MthuliNcube @SekaiNzenza,rescue_volunteering_or_donation_effort,other_relevant_information,0.8,
1107300367644180484,"We would like to join #people and government of #Mozambique, #Malawi and #Zimbabwe to appeal for direct help to the communities affected by #CycloneIdai. Several deaths have been reported with many missing; homes, #livestock and farms have been destroyed. @MalawiGovt @edmnangagwa",rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.9,
1108645096378036224,Can someone tell us how much our great Chinese friends” donated ? These are the people looting Diamonds in Manicaland including Chimanimani! @CharityMaodza @KMutisi @Letty_Mabhena @daddyhope @fortunechasi @dudumo @UKinZimbabwe @mmawere @Busisa74 @happ_zenge @TrevorNcube,rescue_volunteering_or_donation_effort,not_humanitarian,0.9,
1108393260932874240,"My husband and our family are still there. There is no way to save all of them. Rescue teams continue to evacuate people stranded by floods, caused by #CycloneIdai in Mozambique. ➡️",rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.9,
1116410089500442625,@nicolehondo @NewsDayZimbabwe @LJaymut10 @costahcostah @misazimbabwe @bbmhlanga @ZUJOfficial How can one drive or jump into a bus to Chimanimani to collect food meant for survivors of #CycloneIdai. He must have been doing #InvestigativeJournalism on the distribution of food to #CycloneIdai survivors. #FreeSydneySaize,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,
1107946923787456513,"As you all might know the city of Beira, Mozambique is hit hard by Cyclone Idai. It is said the city has been destroyed for 90 percent. The death toll is expected to rise dramatically.",infrastructure_and_utility_damage,injured_or_dead_people,0.9,
1117730409159245824,"In 1 month, with support from donors and partners on the ground, @WFP has reached 1 million #CycloneIdai affected people in #Mozambique with food assistance. However we still working towards reaching 1.7 million people whilst also focusing on #Recovery #Rehabilitation #Resilience",rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1110937781705035776,"Access to affected zones has been one of the main challenges in the humanitarian response to #CycloneIdai in #Mozambique. But each day more roads are open and more assets arrive. Now, 96 military and civilian assets, including boats and helicopters are supporting the operation.",rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.85,
1111652864676515842,"UPDATE: The UK has coordinated meetings between UN experts and private sector companies in ἟2἟F to provide post #cycloneidai aid. @tradegovuk , UN and partners have matched needs on the ground with commitments by the private sector. @vodacom @DIT @paulochachine @UN_moz",rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1107191111032946688,"@energymutodi We will discuss that subject later, for now Hon Minister we need to hear more from #CycloneIdai victims in Manicaland.",other_relevant_information,displaced_people_and_evacuations,0.85,
1108268909340356608,"Every little bit helps. Help those stranded due to #CycloneIdai by donating clothes, blankets, canned goods &amp; toiletries at your nearest @econetzimbabwe shop",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,
1110210224831500288,"Faces and stories from #CycloneIdai survivors: Cecilia stands in front of the rubble that once use to be the house she lived in, in Beira. She now lives with her neighbours whos house was not damaged too badly. #UnidosPorMoçambique #Unite4Mozambique",infrastructure_and_utility_damage,displaced_people_and_evacuations,0.9,
1110506507018424325,"We have touched down in #Chimanimani and are offloading goods for the affected residents. They have lost almost everything, and there is no water in town. #CycloneIdai #EUinZim",rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.9,
1109105128714305536,In order to help the victims of Cyclone Idai we urgently need volunteers willing to travel to Mozambique to assist our teams in the relief efforts. We are looking for volunteers to serve,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,
1109117794908557314,#IndianNavy continues Humanitarian Aid &amp; Disaster Relief(HADR) efforts in Mozambique in the wake of #CycloneIdai  @SpokespersonMoD @DefenceMinIndia @adgpi @IAF_MCC @nsitharaman @DrSubhashMoS @airnewsalerts @DDNational,rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1115662804919431169,#Mozambique: #Malaria claims 655 lives in 2019 Q1. Wondering about all the unreported cases and how the #floodwaters of #cycloneidai are going to push this trend up in Q2-4.,other_relevant_information,injured_or_dead_people,0.9,
1107679247840219137,"#CycloneIdai This is heartbreaking! The death toll in Zimbabwe stands at 89. Behind those numbers are real people - bread winners, children, mothers, fathers, brothers, sisters and importantly, fellow citizens. We stand in solidarity with the bereaving families. @InfoMinZW",injured_or_dead_people,sympathy_and_support,0.9,
1107525755158908928,"Its absolutely true that now is the time to unite &amp; help victims of #CycloneIdai. However, there are important questions that still need to be answered about why we are not prepared for disaster. The accountability convo MUST be had if we are to avoid the same in future.",sympathy_and_support,other_relevant_information,0.8,
1109087054409990144,#CycloneIdai: Vodacom ἞C἞7 ἟F἞6 &amp; telecoms providers TMcel &amp; Movitel have done a vital job in restoring 2G/3G coverage to residents in parts of cyclone hit Beira in Mozambique so that vital aid can reach those who need it. Thanks to @Vodacom Jerry Mobbs for keeping me updated.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.9,
1111698567289323520,#UKaid pre-positioned shelter was distributed in the immediate aftermath of #CycloneIdai now we are working hard to ensure access to clean water and health services.@DFID_UK @UKinMozambique @DFID_Moz @UNICEF_Moz @WHO,rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1108402529497432064,"2/4 #Ngangu In Ngangu, the place is cut off and the people are in a state of daze. The township is fast running out of food. President @edmnangagwa landed there today. The people were expecting that he would bring some food, but it was just him &amp; his entourage. #CycloneIdai",other_relevant_information,requests_or_urgent_needs,0.9,
1108286363596664834,"Hundreds are dead, many more are missing and thousands are now at risk from massive #flooding in Mozambique, Zimbabwe and Malawi caused by Cyclone Idai and persistent rains. #CycloneIdai",missing_or_found_people,injured_or_dead_people,0.9,
1118069566448570368,"#CycloneIdai Update | More than seven metres of flood water engulfed the town of Buzi in #Mozambique. Many residents lost everything. To help with their recovery, we established a cholera treatment unit and are helping to rehabilitate the health centre.",rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.9,
1113392064081928192,#AbigaleMupambi: people must stop politicizing everything. The politicizing of #CycloneIdai must be condemned. Lets not Zanufy or MDCfy everything. Why complaining about car logos but ignoring the help those cars are bringing? @NewZimbabweCom #Live,other_relevant_information,not_humanitarian,0.9,
1107920341421182976,RT @mathethando: We made a couple of impact assessment maps for the Cyclone. Tag any aid organizations who might need to see this. /,requests_or_urgent_needs,other_relevant_information,0.9,
1110263013364416516,Chipinge Civil Protection Committee is there to see that no relief will be politicised. Everyone affected by #CycloneIdai will access relief according to need. Please contact our hotline 02272042547,rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1116450795929722881,Farmer turns his house into relief centre in #Mozambique  #Idai #CycloneIdai #CicloneIdai,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,
1110608737272807426,"Amelia and her son Daniel are two of the 1.8m people affected by #CycloneIdai in Mozambique. Flooding has ravaged the country, leaving entire villages submerged. Were working around the clock to provide life-saving support to children and families.",rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.85,
1118055352728264704,"#Belarus to send humanitarian aid to cyclone-hit #Mozambique, #Zimbabwe",rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
1109735255173488640,UK commits US$23m to assist victims of #CycloneIdai,rescue_volunteering_or_donation_effort,sympathy_and_support,0.9,
1107726353930117120,RT @tfmeagles: Vanhu vanogona kutotiza rescue team ineArmy because of what they know them of #CycloneIdai,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.85,
1107542037862248448,H.E On returning from UAE ἞6἞A We are deeply aggrieved as a nation by the loss of lives due to CycloneIdai. Our special forces are doing all they can to assist the victims -President ED Mnangagwa HE also paid tribute to the authorities managing e situation in his absence,rescue_volunteering_or_donation_effort,injured_or_dead_people,0.9,
