label,precision,recall,f1,support,error_rate
caution_and_advice,0.47619047619047616,0.5154639175257731,0.495049504950495,97,0.6710526315789473
displaced_people_and_evacuations,0.6327868852459017,0.748062015503876,0.6856127886323268,258,0.4783783783783784
infrastructure_and_utility_damage,0.4329004329004329,0.6779661016949152,0.5284015852047556,295,0.6409335727109515
injured_or_dead_people,0.8769784172661871,0.895007342143906,0.8859011627906977,1362,0.20482713633398564
missing_or_found_people,0.6991869918699187,0.688,0.6935483870967742,125,0.4691358024691358
not_humanitarian,0.6278409090909091,0.7183098591549296,0.6700353713996968,923,0.49620060790273557
other_relevant_information,0.4915254237288136,0.2393397524071527,0.32192414431082333,727,0.8081587651598677
requests_or_urgent_needs,0.24615384615384617,0.5818181818181818,0.34594594594594597,55,0.7908496732026143
rescue_volunteering_or_donation_effort,0.9086538461538461,0.7628657921291625,0.8294020844761383,991,0.2914714151827554
sympathy_and_support,0.6330049261083743,0.7787878787878788,0.6983695652173914,330,0.46346555323590816
