_order	tweet_id	tweet_text	class_label
29	1168347194463838208	JUST IN: Evacuations have been ordered in Florida and South Carolina.	displaced_people_and_evacuations
49	1168280257423654913	RT @kellywelly62: All jokes aside, this thing is a monster. God bless all those who may/may not get affected ὤFἿC	sympathy_and_support
60	1168180926112776193	I can say I’ve been thankful to visit the Bahamas 3 times already. At this very moment that are getting destroyed by #HurricaneDorian at a category 5. Prayers for the Bahamas ἞7἟8ὤFἿD This picture was taken in 2006 at the Atlantis hotel.	sympathy_and_support
76	1167528972655177729	@FaublasM @Dorian Lmao same I just gave up, I’ll just have to fight somebody for food worst case scenario	not_humanitarian
95	1167544225367506944	As Hurricane Dorian approaches, hundreds of Florida nursing homes dont meet all of the requirements for emergency power plans under state law.	other_relevant_information
104	1168218634143051776	Marsh Harbour took a direct hit, and it looks like the first wave did major damage. Cars are flipped and homes are damaged in this video. (HT @AnthonyQuintano)	infrastructure_and_utility_damage
139	1168376759839907840	He proves each and every day his ignorance.	not_humanitarian
156	1168279818707902464	#Dorian. CAT 5 #hurricane ravages The Bahamas. 185 mph sustained winds, gusts 200+ mph. Devastating the islands. #weather #NHC / Southeast USA coastline will see direct/ indirect effects through the week - huge storm surge, powerful winds, flooding @CTVWindsor @AM800News	caution_and_advice
158	1168218533664382978	MARTIN COUNTY SHELTERS TO OPEN | Due to the shift and increase in intensity of #Dorian, the County will open the following shelters at 1 p.m. today, Sept. 1: - Port Salerno Elementary School - Jensen Beach High School - Hidden Oaks Middle School - Warfield Elementary @CBS12	caution_and_advice
193	1167509290195836928	RT @FrumNewsReport: BREAKING: Gov. DeSantis expands state of emergency to include all 67 counties in Florida as hurricane #Dorian nears.	requests_or_urgent_needs
304	1167525968673685505	Check out this post by RoofContr: Roofing contractors can offer these tips and advice to help Florida residents prepare their homes for #HurricaneDorian. Stay safe, everyone! #HurricaneDorian2019 #roofs #safety	caution_and_advice
440	1167572383001186305	⚠South Carolina⚠ Getcha lives together! Your governor has declared a state of emergency due to #HurricaneDorian	caution_and_advice
453	1167846357429886979	Eastward shift increases likelihood Volusia and Flagler counties wont see hurricane-force winds. Flooding, surge, erosion and Tropical Storm force winds all still in the mix. Residents in Carolinas now in cone #Dorian	other_relevant_information
468	1168057232212353024	Remain Vigilant And Be Prepared, Governor Ron DeSantis On Hurricane Dorians Approach  #MANDATORY #EVACUATION As of this morning, the following counties have issued mandatory evacuation orders, Brevard County starting on Sunday, Martin County has issue	displaced_people_and_evacuations
470	1168259699596242944	09.01.2019: DCF will continue to monitor the impact of Hurricane #Dorian on Florida. We encourage families to prepare by purchasing non-perishable food items, water, and staying up to date on the latest weather forecasts.  | #FLPrepares	caution_and_advice
479	1168232307494400003	Its becoming increasingly likely that Dorian many never actually make a landfall in Florida. However, moderate to major impacts are still possible across Eastern Florida including; damaging winds, coastal flooding produced by storm surge and perhaps flooding rains.	infrastructure_and_utility_damage
498	1168209209290346496	RT @Lead1225: Lets pray for the victims of Hurricane Dorian. This one will be brutal.	sympathy_and_support
507	1168252820392480768	We all are praying for no lives lost.	sympathy_and_support
536	1167662083086987264	RT @NC5_BreeSmith: ὤCthis is not just the best weather advice I’ve ever heard. This is life advice.	caution_and_advice
593	1167542709571260417	Hurricane Relief Efforts are underway. Organizing this response team requires many hours and funding. Please visiti our website and donate to help those in the path of Hurricane Dorian. Thank you	rescue_volunteering_or_donation_effort
617	1168279363571331072	More damage from #HurricaneDorian in #AbacoIsland. Too much destructive power in a system. This speaks volumes where I can’t describe it. This hurricane will be a case study for generations to come. #destructive #damage #aftermath #AbacoIslands #Hurricane #testcase	infrastructure_and_utility_damage
622	1168134061786882048	ἰ0 #Dorian now a CAT 5 hurricane with sustained winds of 160 MPH &amp; 185 gusts. ἰ0 This is a life threatening situation for the northern #Bahamas. ἰ0 NC impact by the end of the week mainly for areas east of I-95. #NCwx @SpecNewsRDU @SpecNewsTriad @SpecNewsCLT @SpecNewsILM	caution_and_advice
667	1167510138539991042	Our residents are in need of blankets. We wash 500+ a day &amp; if powers out well be much less efficient with laundry + theyll be using more to comfortably nest inside. If youd like to send blankets visit  #HurricanePrep #HurricaneDorian #DorianFlorida #FL	requests_or_urgent_needs
775	1167766082519785473	Grateful for our #RedCross volunteers from across the country. These selfless individuals take time off work and give up time with their own families to help complete strangers in need. Thank you❤️ Train to volunteer:  #HurricaneDorian	rescue_volunteering_or_donation_effort
781	1168257228664492032	Is there anywhere in particular to send my ‘thoughts and prayers’ for the people caught in this hurricane? My last thoughts and prayers did absolutely nothing so they obviously didn’t reach the right department. #HurricaneDorian	sympathy_and_support
794	1168181061743992832	@Halplac They are going to need our financial assistance too. LINK TO DONATE:  @RedCross #HurricaneDorian2019	rescue_volunteering_or_donation_effort
838	1168211070768603136	Keeping all in Dorians path in my thoughts. ὤFἿD Donating to disaster relief organizations too. #HurricaneDorian	rescue_volunteering_or_donation_effort
842	1167597633642385410	RT @TTerryWFTV: First of perhaps many evacuation orders. Sunday at 8am. #BrevardEOC	displaced_people_and_evacuations
874	1167875644111220743	Forget the millions of Americans on land and sea in the path of a catastrophic #HurricaneDorian facing the possibility of injury, death, property damage, and destruction of businesses and entire livelihoods, #DonaldTrump is insistent that HE’S the real victim here.	not_humanitarian
885	1167840056729583618	#PalsPorch ORANGE COUNTY, FLA (Orlando area) Deaf or hearing impaired? Orange County has info on #Dorian Shelters for Special Needs &amp; Medical needs.. Check this out! ὄ7	requests_or_urgent_needs
1014	1168210098487013377	To our friends in Florida and wherever #HurricaneDorian may turn, please heed warnings. If you know of someone who may live alone but cant easily mobilize, dont take no for an answer. Help them if evacuation orders are issued. Be their calm during the storm. #caregiving	caution_and_advice
1116	1168197597732827136	RT @Sun_Q_Tzu: Please pray for the folks in Abaco and the islands right now. Many have nowhere to go. Many are Very poor	sympathy_and_support
1126	1167577301376221184	@JimWhiteGNV Sweat in’ Dorian bullets down here. As much as I’d like Dorian to flatten Mar a Lago that’s way too close. But our relief shifts the risk to you all. Take due care. I gotta think a hurricane in Gainesville is rare.	sympathy_and_support
1137	1167504162688503810	@Stonekettle Maybe Hurricane Dorian could be of some assistance?	other_relevant_information
1149	1168331565723770883	Even if Dorian’s eye doesn’t hit the Florida coast, that storm is so powerful there will still be significant damage.	other_relevant_information
1161	1168207346490892289	@Acosta As I have noted previously, great relief in WH today, that Dorian missed Mar-a-Lago, and Trump missed Poland!	not_humanitarian
1218	1168156319997747201	@oldjdad1 @jkramer357 @sydney2m @JackBlaine3 @IcabodKeller @Nerditupnation @liszewsk @oldmangene65 @wolfy1169 @Raymosaki @RidgeKayser @Shakeyacres @grumpyoldmarine @dennis_goodwill @NoobamaC @CorkySwift2 @JACKLARKIN1 @itspinsmybrain I know my heart breaks for themThey shut down the airport 3 PM yesterday so people couldn’t leave..Dorian will slow down to a crawl so bad.Still reminds me of Andrew which was 200 mph or one big tornado	caution_and_advice
1253	1167562120936022017	People are freaking out because they can’t get bottled water, so I made this helpful video. #HurricaneDorian #Miami #plasticpollution	other_relevant_information
1271	1168272786218868736	They voted for his ass.THEIR funding for hurricane relief is going to HIS wall. Karma.ὊF	not_humanitarian
1310	1168131385049124864	This mornings EMWF model suggests the possibility of #HurricaneDorian stalling over the NW #Bahamas for nearly 2 days which would potentially devastate some areas. Only worst case for now which we’re monitoring. #Dorian2019 #Dorian  #Dorian	caution_and_advice
1374	1167542343907647489	NEW: 5p. Updated track and position of Cat 3 #Dorian. Slight shift. Hurricane Warning for NW Bahamas. So tough to pinpoint U.S. landfall when a turn and then parallel to the coast expected.	caution_and_advice
1384	1168191416377454592	Ridiculous. This is an absolute monster of a storm.	other_relevant_information
1392	1168311697179848704	#Dorian has been battering our Bahamian neighbors *ALL*DAY*LONG. We who survived Andrew, Michael, and others never dealt with 12+ hours of CONSTANT Hurricane winds, much less on an island w/ gusts &gt;200mph. These people need our prayers today and our help tomorrow. #BahamasStrong	sympathy_and_support
1444	1168274783647281152	Afternoon Update on Hurricane Dorian HURRICANE AND STORM SURGE WARNINGS ISSUED FOR PORTIONS OF THE FLORIDA EAST COAST A Storm Surge Warning has been issued from Lantana to the Volusia/Brevard County Line. A	caution_and_advice
1497	1168281966275366914	We’ve spent the past two days collecting some of our most ‘at-risk’ acoustic receivers, securing our boats &amp; hurricane-proofing the lab in preparation for Dorian. Big thanks to our awesome volunteers for all their	rescue_volunteering_or_donation_effort
1524	1167961077163839488	@ Rock Quarry: Heres whats going today: A fake Schul Schut in Odessa Midland. Preparations for Dorian in SE USA #SAGcoup will take storm victims, kill parents, kidnap children while wearing FEMA &amp; Police wardrobe. With An army of Disney &amp; NBC/Universal theme park employees.	not_humanitarian
1552	1167687217197789185	Deaths after Irma put spotlight on nursing homes. Most still dont meet requirements.	injured_or_dead_people
1556	1167745981208834050	ᾑEKarma is a bitch Drumpt. Thoughts and prayers MFer! #RememberPuertoRico #TrumpIsADisgrace #BlueWave2020 ἰA	not_humanitarian
1623	1168201738911764480	BREAKING NEWS: Hurricane Dorian is now the strongest hurricane on record in modern times for the Bahamas, the National Hurricane Center reports. The latest:  CBS 12 News App:  Shelters:	other_relevant_information
1731	1167788164565614592	RT @WGRZ: As Hurricane Dorian approaches, animal rescue groups are on high alert.	rescue_volunteering_or_donation_effort
1738	1168350808188084225	Georgia Governor Brian Kemp has issued a mandatory evacuation for multiple Georgia counties ahead of Hurricane Dorian.	displaced_people_and_evacuations
1740	1168223800649015296	Just completely destroyed	infrastructure_and_utility_damage
1744	1167649699613929472	I’d be building a castle outta these by now	other_relevant_information
1778	1168270523257643009	If you presented this crap in any pitch meeting, in ANY film and / or TV production hub on Earth, they would laugh you out of the room. No QAnon, the Deep State isnt trying to destroy Mar-A-Lago with a hurricane. Now, your minds, THOSE have been destroyed Sheesh.	not_humanitarian
1780	1168304538626998273	Thoughts &amp; Prayers go out to everyone in the path of Dorian. #Dorian2019 #Dorian #HurricaneDorian2019 #prayforbahamas #PrayForTheBahamas #americanredcross #RedCross	sympathy_and_support
1797	1168217819915390977	The volunteers that make up Team Rubicon will provide immediate aid to communities affected by Hurricane Dorian. @RobMarciano reports.	rescue_volunteering_or_donation_effort
1813	1167592358009102338	SCDOT preparing for evacuations from Florida as Dorian moves across the Atlantic	displaced_people_and_evacuations
1880	1168218001138757639	Today I’m sorting all of my belongings I don’t need into labeled bags, so I will be ready to donate them to people in need this week. I was planning on doing this anyway as per the #KonMari method, and what better time than now? #HurricaneDorian	rescue_volunteering_or_donation_effort
1919	1167560351791104001	As part of our FEMA contract, were deploying hundreds of ground crews and medical transportation assets to help communities in the path of Hurricane Dorian.	sympathy_and_support
1945	1168319003460296711	This evening our thoughts are with those in the path of Hurricane Dorian. Are hearts are with you as you weather this catastrophic storm. Proceeds from this week’s sales will go toward Dorian relief efforts. #hurricanedorian #dorian #Bahamas	sympathy_and_support
1954	1167599562619609089	This storm is a beast☹️	not_humanitarian
1957	1167849164899794945	Hey everyone as some of are Aware with Hurricane Dorian is headed right for Florida. So I have decide do a stream later today dedicated any help and donations to help for the after I want to get supplies before it hits and be ready to go help after. I have @OC_JAKAL going	rescue_volunteering_or_donation_effort
2063	1167491501657612290	Everyone, please stay safe! And know that we are here to help! If you need help the process is easy and quick! Promise.	sympathy_and_support
2068	1167564463467315206	A good thread! Our HSN Special Response Team assisted in the rescue of 59 adoptable animals from two shelters in the destruction path of #HurricaneDorian, a category 3 hurricane.	rescue_volunteering_or_donation_effort
2079	1168282170668044288	Climate change didn’t create this hurricane but made it a lot worse. Companies like @Shell, @exxonmobil, @RWE_AG, @EON_SE_en should have to pay for the damage.	infrastructure_and_utility_damage
2134	1168122191138951174	Hurricane Dorian will hit the #Bahamas soon - directly and strong. These storms make me sick thinking of all the damage they will create.	caution_and_advice
2187	1167557966301683713	Whats wrong with going to the (as Trump said ) The Govt winter house is Mar-a-Lago  in west palm beach for shelter. Govt Pays for trump to stay there &amp; it has plenty of Govt Security	not_humanitarian
2206	1168334708540891137	President Trump giving a briefing on Hurricane Dorian #Dorian #Trump #Hurricane #Disaster #DisasterRelief #FEMA #NOAA #NWS #NHC #Help #Chairty #Donate #Watch #WOW #Devistation #Rebuild #MakeAmericaGreatAgain #KeepAmericaGreat #USA	rescue_volunteering_or_donation_effort
2298	1167859658339622912	While many are stocking up on food and water, there are even more things you can do right now to be as prepared as you can be ahead of Hurricane Dorian’s impact.	caution_and_advice
2305	1168321983924396033	Evacuations for the coasts of Florida, Georgia and South Carolina. #Dorian #StaySafe	displaced_people_and_evacuations
2311	1167619702883065856	I don’t like the Hurricane Dorian forecast track. Wind damage closes 400 miles of Interstate 95 for a week. Or major-hurricane storm surge swamps most of the east coast of Florida. Possibly both.	infrastructure_and_utility_damage
2349	1167832155759763458	Evacuations would be for the beachside, mobile homes and low lying areas. Shelters would open Monday as well #HurricaneDorian	displaced_people_and_evacuations
2355	1168173716536213506	I’m ὤFὤFὤF #HurricaneDorian2019 turns north or #Florida is in trouble. How much higher will this storm goᾑ4. The #Bahamas are going to have catastrophic damage. Why did the #AbacoBeachResort manager, media and guests stay?	infrastructure_and_utility_damage
2359	1168214773605048321	Highlands County to open shelters Monday as Dorian approaches, tropical storm watch issued	rescue_volunteering_or_donation_effort
2423	1168305764299169792	@HolyCitySinner @sa_milner Back in 1999, we evacuated for Floyd, which took the same track as what Dorian is projected. It grazed the coast with minimal damage, but it took 14-18 hours to drive from CHS to Greenville	displaced_people_and_evacuations
2447	1167622329955954688	@realDonaldTrump @ByronYork @LouDobbs Relax. Think of all the insurance money youre going to make by filing bogus claims for storm damage at Mar-a-Loco after Dorian hits. Does anything make you happy?	not_humanitarian
2458	1168351594129350657	RT @Buckette84: All eyes on #Dorian. Wilmington residents are crossing their fingers that its not #Florence all over again.	other_relevant_information
2486	1168304035096645638	Wind gusts &gt;200mph; Storm surge &gt;20 feet. These hazards will cause extreme destruction  and will continue for several hours.”	other_relevant_information
2492	1167728387521167360	Reminder: Text the word PANTHERS to phone number 484848 to register for the Dwyer HS Emergency Text Messaging Service. This service will notify you via text message about school emergencies such as severe weather, school closures, etc. #HurricaneDorian #StaySafe	caution_and_advice
2629	1168023513405501440	Hurricane Dorian forces evacuations in Bahamas	displaced_people_and_evacuations
2661	1168301405536489472	We will do our best here. I’m all set with food and water, plus where I am at is a nonevacuation area if Jacksonville, FL.	not_humanitarian
2669	1168135370103578624	Pray for the Bahamas ὤFἿFὤFἿF἞7἟8	sympathy_and_support
2731	1168212512216625152	#Dorian Update 12:22pm CDT 9/1. 185mph sustained winds and 220mph wind gusts. My prayers and thoughts to all that will be effected with this catastrophic hurricane in the Bahamas and beyond.	sympathy_and_support
2785	1168221327175688192	A hurricane reaches Category 5 when it sustains wind speeds over 157mph (252 km/h). These winds can damage any structure after just 6 seconds. Right now, the Bahamas is experiencing catastrophic winds of 180mph (282km/h) from #HurricaneDorian. Read more at	infrastructure_and_utility_damage
2827	1167826553226637312	Check out my new album Highschool Notes distributed by @DistroKid and live on iHeartRadio! . #PresidentPinocchiosTopLies #HappyBirthdayJungkook #Dorian #Dorian2019 #SaturdayMorning #SaturdayMotivation #TipsForPersonalAssistants #Badgers #SaturdayVibes	not_humanitarian
2865	1168241967282774017	Keeping my thoughts and prayers with the people of the Bahamas as #HurricaneDorian pounds the Bahamian Islands as a Category 5 storm, with winds upwards of 185+ mph. Want to help? Donate to the @BahamasRedCross through their website: .	sympathy_and_support
2882	1168198649576394754	@weatherchannel will Dorian be as mush damage and flooding as Katrina was	other_relevant_information
2886	1167856589283516416	Over 400 patients will be evacuated from South Florida Wildlife Center before the arrival of #HurricaneDorian. Injured &amp; orphaned birds, mammals, &amp; reptiles will be cared for in foster homes until its safe for them to return to the Center.  via @CBSMiami	displaced_people_and_evacuations
2903	1167645035967459329	My mom better get some damn food and water tomorrow I stg when I called yesterday my sis said she hadn’t gotten anything	other_relevant_information
2912	1168300356796915712	RT @woodstock4ever: Please keep my family members in prayer ὤFἿCCant get thru to Marsh Harbour ☎️ Damage is devastating #hurricanedorian htt	sympathy_and_support
3034	1167761488813182978	and BBB issue contributor cautions on Hurricane Dorian disaster relief. Learn more:	other_relevant_information
3045	1168253476574507008	This terrible hurricane is going to miss my home on the Gulf coast of Florida but has today did terrible damage to the Northern Bahamas, with winds of over 165mph and gusts of 220 mph. It is undoubtably a killer.	infrastructure_and_utility_damage
3087	1167511887589695488	Due to #HurricaneDorian, our friends at OneBlood in Florida are bracing for a major disruption in the blood supply for days. An emergency shipment of 40 units from Bloodworks donors arrives later today in Fort Lauderdale in response to a request for help. #giveblood #PNW #Dorian	rescue_volunteering_or_donation_effort
3100	1167489886447906816	Governor Kemp has declared a State of Emergency in: Brantley, Bryan, Camden, Charlton, Chatham, Effingham, Glynn, Liberty, Long, McIntosh, Pierce &amp; Wayne Counties ahead of Hurricane Dorian. #HeadsUp	caution_and_advice
3136	1167512258504777728	RT @scoobasteve7132: I hoping she is being pulled apart #HurricaneDorian #MyRadar	other_relevant_information
3202	1167894528721739777	As Hurricane Dorian approaches the US, Democrats warn @realdonaldtrump diverted money away from emergency relief programs. @hogangidley45 say thats a flat out lie: This president has given billions of dollars to Puerto Rico, Florida, Texas, South Carolina.	other_relevant_information
3248	1167496895071248385	With Dorian approaching I’ve been getting text from family and friends wondering if I’m prepared here is my answer: Target is out of water so I purchased 2 bottles of wine.	other_relevant_information
3249	1167648550324506629	Power outages and flooding can compromise the safety of your food. If you’re currently in the path of Hurricane Dorian, be safe out there! Here are some tips to keep you and your family food safe! #Dorian #HurricaneDorian	other_relevant_information
3258	1167856312434270209	RT @10NewsWTSP: Heres what your cell phone company is doing to prepare for Hurricane Dorian. #Dorian #HurricaneDorian	requests_or_urgent_needs
3294	1168366032773406720	@IamOnlyBetty Dorian is a category 5 and already done major damage to the Bahamas. They keep saying it’s gonna go around Florida and head straight to the Carolinas but the size of Dorian and the direction is going is saying otherwise	infrastructure_and_utility_damage
3301	1168250259065233410	Wait a minute. We cant even predict a Hurricanes path two days into the future but we know for sure that world will be engulfed in flames within a few years unless we donate money to @AOC?	rescue_volunteering_or_donation_effort
3303	1167787932540911616	@YNB @ABC Been like this ὄ0 for most of the week in Tallahassee with Dorian. We got our supplies and are ready just in case. It would be some kind of poetic justice if Mar A Lago is the only structure damaged during this hurricane.	infrastructure_and_utility_damage
3320	1168285964751593472	This makes a possible evacuation much easier to process. My God. #Dorian	displaced_people_and_evacuations
3350	1167823571466539009	In preparation for any potiential #HurricaneDorian impacts on the region, we’ve reactivated The Hurricane Relief Fund to support long-term recovery and resilience efforts.	rescue_volunteering_or_donation_effort
3372	1167665045649743872	Hows your #HurricaneDorian prep going? Do you have all your pet supplies? You should try to finalize your storm plans today and tomorrow! And remember: Your pets go where you go! In the event of a hurricane, whats best for you is typically best for your pet.	caution_and_advice
3374	1168274869064278024	Hurricane Dorian is now the ‘strongest hurricane in modern records.’ Palm Beach, Mar-a-Lago face evacuations.	displaced_people_and_evacuations
3390	1168297500547174402	A 10-member response team is heading to South Carolina to help the state prepare for Hurricane Dorian.	sympathy_and_support
3403	1167539719862984705	HELP! Major coastal flooding will occur again this evening. We are asking the public to send reports &amp; pictures of any flooding. Reports will be critical to NWS forecasters as we try to assess the condition of the tide/marsh systems ahead of #Dorian. #gawx #scwx #chswx #savwx	other_relevant_information
3491	1167596527457583105	@WhiteHouse @realDonaldTrump @GovKemp @GovRonDeSantis We still have storm damage from Florence while our POA is illegally withholding insurance funds! We have $36000 in damages and two toxic molds! Dorian is coming up the coastline now and here we are! #northcarolina #oakislandnc #veteran #veteranfamily	infrastructure_and_utility_damage
3493	1167856594991943681	Will Dorian stay more offshore Florida coastline then Matthew in 2016?? We florida residents are praying so for a bit more relief!!	sympathy_and_support
3532	1168191944842973184	Be safe @PascoSheriff and all those in the path of #Dorian! Good thoughts and prayers coming to you all from NH.	sympathy_and_support
3541	1167550745811533824	South Florida 100: Awaiting and preparing for Hurricane Dorian; Amazon fires; Recognizing meaning of Labor Day	caution_and_advice
3568	1168368676711608320	Hurricane Dorian: ‘Mandatory evacuation’ for parts of Palm Beach | Miami Herald	displaced_people_and_evacuations
3583	1168121829099261956	Doug Wiles said one of the main concerns in St. Augustine is flooding, especially because Dorian is coinciding with a king tide	other_relevant_information
3603	1168343647743610880	compliance is generally tight for those who can afford it. Risks are higher in poorer neighbourhoods, with wooden homes in low-lying areas. - always the way#systemchange not #climatechange	other_relevant_information
3610	1168326239230267392	Would a cat 5 hurricane do damage the would equal a EF-5 tornado? #HurricaneDorian #hurricanequestions @weatherchannel @DrGregForbes @DrRickKnabb @CarlParker1951	infrastructure_and_utility_damage
3684	1168216270342410241	RT @KingChavez10: Who tf open fires at a Hurricane ᾒ8 y’all bored fuck this Hurricane	other_relevant_information
3702	1167556520923414528	To all the idiots on here full of glee hoping Mar-a-Lago gets destroyed by #Dorian, you may all hopefully die in a fire. I live 20 minutes away, and Hurricanes wont destroy just one property, especially one like that, it would destroy thousands. Grow up, losers	not_humanitarian
3713	1168242602573029376	WCK’s Chef Relief Team is on the ground in Florida preparing for #HurricaneDorian — now a Category 2 and intensifying. We are activating multiple kitchens and will be ready to respond wherever a hot meal is needed. More updates soon. #ChefsForFlorida	rescue_volunteering_or_donation_effort
3738	1167514868691476483	Emergency crews sweeping I75 shoulders to clean any debris! Plz drive responsibly &amp; move over to ensure their safety! #Dorian #FHP	caution_and_advice
3785	1167585312832466949	Our disaster response team stands ready to deploy, should we be needed, to rescue animals &amp; reunite families in areas impacted by #HurricaneDorian2019.	rescue_volunteering_or_donation_effort
3800	1167533246298636289	Rob, wish all the badness to mara largo and all his other properties in PB County, but dude theres lots of us #Resisters out here and are scared shitless, gas running out, water running out, food running out and we dont really know where its gonna hit	other_relevant_information
3842	1168343764710109184	An opportunity to #donate and #help those in need. #hurricanedorian	rescue_volunteering_or_donation_effort
3850	1167875870565863426	If sheltering in place, make sure #EmergencyKit is fully stocked with fresh batteries and enough food and supplies for 7 days. #Dorian #FLPrepares	caution_and_advice
3865	1168369653795540992	This is bad. ἰ0ὢ8 #Florida #floridahurricane #HurricaneDorian2019 #hurricane #hurricanedorian242 #HurricaneSeason #BREAKING #BreakingNews #Category5 #Dorian2019 #Dorian #dorianbahamas #evacuation #StormDorian #StormSurge #	sympathy_and_support
3868	1167641299744428032	Good evening my sweet #SPNFamily ❤️ὡ8❤️Hope you had a wonderful day and a happy #FF_Specialツ Wish you a good and restful night everyone and for all our friends and others people that are in the area of hurricane Dorian please stay safe. Sending you lots of prayers and love ὤFὤF	sympathy_and_support
3906	1167880265236017153	@DomajorReminor Theyre just asking for a storm to come and destroy their homes and cities. September is peak hurricane season, Dorian might not be the only one.	not_humanitarian
3941	1168021228302536704	Even without direct landfall on the Mainland, a Cat V churning up the ocean, just offshore, during King Tide, just after the New Moon could cause some pretty nasty tidal flooding on low-lying barrier islands. #Hurricane #DORIAN #FLwx #GAwx #NCwx #SCwx	other_relevant_information
4018	1167935932659462145	I bought 5 packs of water for myself, almost fought two moms at Sams, and stayed in line for gas for 15 minutes for NO reason thoὡ0ὠ2	other_relevant_information
4089	1168278244254048256	Batten down the Hatches this is going to be a doozy. Again stock up, drinking water food medical supplies batteries flashlights matches candles propane ice chest cooler sandbags hip waiters. Be prepared to help others that aren’t able to weather the storm	caution_and_advice
4091	1168292541445353472	Mandatory evacuation for all of Charleston County beginning at noon on Monday at 9/2, per @henrymcmaster #chswx #dorian	displaced_people_and_evacuations
4183	1167561563391188993	Puerto Rico’s bankrupt public power company, @AEEONLINE, is offering its personnel to restore energy in Florida through the mutual aid agreement. It’s the same agreement the gov. of Puerto Rico took about a month to activate after H. Maria made in 2017. #HurricaneDorian	rescue_volunteering_or_donation_effort
