_order	tweet_id	tweet_text	class_label
35	1064259105316134913	@andrewjgregor Also these were not Forrest fires. An expert in California called them chaparral fires spread by dry grasses, brush, wind	not_humanitarian
66	1063137217483288583	Camp Fire: They survived, their homes burned, where will Paradise residents go?	infrastructure_and_utility_damage
111	1063133713616187393	People are relying on #RedCross reunification services, including use of the Safe and Well website. There are just over 5,700 Safe and Well registrations for the wildfires, as many as 63,600 searches, and more than 1100 matches through Safe and Well. #California #CampFire	rescue_volunteering_or_donation_effort
193	1065723484532162560	a really awesome effort coming from some fellow california natives trying to help the fire victims rebuild. anything helps. big thanks to these boys for stepping up ὤFὉ9	rescue_volunteering_or_donation_effort
230	1061150020391591936	RT @Femail: Will Smith shares his fears for his $42M Calabasas house as the California fires rage nearby	other_relevant_information
264	1065275339272871937	How Wildfires Are Making Some California Homes Uninsurable #FreeInsuranceMarket	other_relevant_information
265	1062032646203695104	California wildfires: Death toll rises to 31 with 200 missing - BBC News  via @nuzzel	injured_or_dead_people
290	1064556542261895169	Israeli NGO sends aid to California in wake of unprecedented wildfires	rescue_volunteering_or_donation_effort
303	1061167035109924864	@ASavageNation Time to wake up America! These are not natural fires - - some say these are chemical fires - chiemtrails kill the trees - dead wood burning like an inferno - look up in the skies - chemtrails quietly killing the soil - California is burning!	injured_or_dead_people
326	1064135434152796160	RT @sarahkendzior: Thread on deadly California fires	other_relevant_information
415	1064557704503427072	@BeautyBind @davidfrum While 6,000 troops are likely spending the holidays on the border for no good reason other than it being a political stunt, today is a good day to ask why Trump hasn’t sent massive medical and housing aid to California fire victims.	not_humanitarian
433	1062171172815691777	RT @AFP: #BREAKING California wildfire deadliest in US history, 42 killed: sheriff	injured_or_dead_people
470	1062638158330814464	RT @tomrgriffiths: Steve Pyne responds with an historians wisdom to Trumps ignorant tweet about the Californian fires:	other_relevant_information
510	1063134544835043328	Fire death toll at 56 and counting in Northern California	injured_or_dead_people
512	1065611829970386947	Me and my company are helping the firefighters in California who are fighting wildfires when u purchase a #hoodie or #shirt #happythanksgivng	rescue_volunteering_or_donation_effort
586	1064055746550104064	we want to thank all of the brave influencers who have donated completely unrelated thirst traps to the victims of the california wildfires	rescue_volunteering_or_donation_effort
590	1061452727555891200	New story: The Latest: Death toll from N. California fire rises to 23  #wral	injured_or_dead_people
629	1064204398186848256	Today, in 2018, 19 fires are currently raging throughout the state. And among these, just one alone — the #CampFire — has now been recognized as the largest such catastrophe to ever occur in the state’s history. This is a devastating trend that must be reversed.”	other_relevant_information
630	1064435547542831104	RT @humanityfirstuk: In #California team of volunteers working with @HFUSA are helping victims of the #wildfires	rescue_volunteering_or_donation_effort
640	1061250890823356416	Please someone, anyone help us.	requests_or_urgent_needs
642	1064152451866140672	Trump continued to show skepticism about the impact of climate change on wildfires. At one point, he invoked fire prevention efforts in Finland — it has a very different climate than California — as an example for the Golden State to follow”	other_relevant_information
676	1061704846586212352	The historic blazes in California have now killed 25 people, destroyed thousands of homes and forced 250,000 to flee.	injured_or_dead_people
698	1061316852448604162	These are the first words of comfort to the thousands of displaced families who lost everything over night - homes, pets, a lifetime of me@pries - right before the Holidays - and our leader” has this to say ὄ7 No wonder the hashtag #POS has taken off for him.	not_humanitarian
764	1064649456178667521	RT @crooksandliars: This hate-speech loving Republican thinks God sent fires to California because of liberals.	not_humanitarian
