tweet_id,tweet_text,class_label,predicted_label,confidence,entropy
735891446960623616,"RT @DonBradshawNTV: How @MarshallAmpsUK came to the assistance of Fort McMurray wildfire victim, tonite on @NTVNewsNL at 6 pm.",other_relevant_information,rescue_volunteering_or_donation_effort,0.9,
733665357236342784,Interesting insights on the shifting communications landscape from 2013 floods to todays #wildfire  #smem #cdnpoli,other_relevant_information,not_humanitarian,0.9,
731976125279289349,Active Fires - Ontario  #on411 #onfires #wildfire #manitoba411 #mbfires,caution_and_advice,other_relevant_information,0.8,
735938864251064320,"Sometimes when a person wants free food, he/she gets it, but from a different source.",other_relevant_information,not_humanitarian,0.9,
730171221862551553,Are we sure we dont need more help? #FortMacFire,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.9,
732966897642295297,"RT @Blubdha: Beastly Alberta wildfire just wont die, as it grows to 423,000 hectares",caution_and_advice,infrastructure_and_utility_damage,0.8,
729050159393312768,Or stay up to date on wildfires on the Alberta Emergency Alert and Alberta Wildfire apps #fortmacfire Notley,caution_and_advice,other_relevant_information,0.9,
732662103576875011,"Saskatchewan is dealing with the same weather system as Alberta, making for conditions that fan wildfire flames",other_relevant_information,infrastructure_and_utility_damage,0.8,
730115410851463172,Henry Schein Disaster Relief Hotline Open to Support Customers Alberta - Oral Health Group  via @Oralhealthgroup,rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
730824010506768385,Beresford Lake Campground in Nopiming will remain closed due to the active wildfire #mbfire,other_relevant_information,infrastructure_and_utility_damage,0.9,
733975887302037505,"RT @PAAlberta: Fort McMurray Wildfire Victims Might Suffer PTSD, Psychologist Says  via @epochtimes",other_relevant_information,sympathy_and_support,0.9,
729839195921993730,I wonder if @normmacdonald would care to donate to Norm MacDonald?,rescue_volunteering_or_donation_effort,not_humanitarian,0.9,
728615170155614210,How Canadas Federal government is lending support &amp; assistance to the wildfire disaster that is STILL unfolding,rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
