tweet_id,tweet_text,class_label,predicted_label,confidence,entropy
908172956995637249,Dozens of Utah nurses travel to Florida to help victims of Irma  #Utah,sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,
907429554784006144,Are the gnats invading Philly displaced by Irma? Or is this one of those signs of the apocalypse?,other_relevant_information,not_humanitarian,0.9,
908040433892302848,Headline is BS! They rescinded aid because they now need it for their own country not because of Trump. Read the article!,requests_or_urgent_needs,not_humanitarian,0.9,
909428509373812736,"HURRICANE IRMA RELIEF Marines from Marine Wing Support Squadron 473, 4th Marine Aircraft Wing, refueling two U.S. Army CH-47 Chinooks.",other_relevant_information,rescue_volunteering_or_donation_effort,0.9,
908244173857357824,Marshall Plan Recovery  #stormsurge #infrastructure #HurricaneIrma #HurricaneHarvey #HurricaneSandy #marshallplan,other_relevant_information,infrastructure_and_utility_damage,0.85,
905520515648851968,"What kind of pollution causes 4 hurricanes, 5 fires and an Earth quake in a month and a half 🤔.",other_relevant_information,not_humanitarian,0.9,
908937667223576576,We have amazingly raised millions so far but Hurricanes Harvey and Irma may have caused up to $200 BILLION damage!,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.9,
906060551570288640,Hurricane Andrew killed 65 people &amp; did $27 Billion in damage when it hit Homestead in 1992. It was half the size of #Irma.. #HurricaneIrma,injured_or_dead_people,infrastructure_and_utility_damage,0.8,
905581884620521472,young hurricane doesnt want to destroy anything runs away meets sad earthquake who once destroyed LA (john goodman?) Pixar? #PostItPitch,infrastructure_and_utility_damage,not_humanitarian,0.9,
906572764307492864,Use @GasBuddy and @waze if you are evacuating #florida #hurricaneirma #hurricaneirma2017 #evacuation,displaced_people_and_evacuations,caution_and_advice,0.95,
909141790334373888,@CNN @ariannahuff @AmericanAir AA not extending free bags to people in route to SJU/STX to Help IRMA victims.,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,
907947808883437568,Fourteen @133rdAW Airmen specially trained in emergency medical evacuations are on their way to support #Irma relief efforts. #CareintheAir,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,0.9,
908160244550819841,Our hearts are broken for the 6 members of our faith who were killed in the Ecuador earth quake. May God comfort all those affected.,injured_or_dead_people,sympathy_and_support,0.9,
908486395504861184,"@jessutopia Caused a 100 year flood, washed out bridges &amp; had us stuck for over a week with no water or power. And believe it when I say this was after",other_relevant_information,infrastructure_and_utility_damage,0.9,
907721635938967552,More than half the state of FL is without power. Heres when residents can expect their electricity to return:  #Irma,other_relevant_information,infrastructure_and_utility_damage,0.9,
909409992205324294,Sailing in Lisbon and supporting @BartsBash. Funds raised will help those affected by Hurricane Irma to rebuild sailing proyects for youth!,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,
907944569664307201,"#IMF resistant to halting Barbuda debt payments after #HurricaneIrma, Jubilee USA Feature:",other_relevant_information,not_humanitarian,0.9,
905647230396325888,RT @EduSamani: BREAKING: Ὁ490% of the island is destroyed Hurricane Irma wipes tiny Caribbean island off the map NYP #ClimateChangeIsReal,other_relevant_information,infrastructure_and_utility_damage,0.9,
905356620468592641,Heavy rains batter in Srilanka,other_relevant_information,infrastructure_and_utility_damage,0.8,
908648679552225280,@IRdotnet @realDonaldTrump How will you help Florida rebuild? Through cutting FEMA or through cutting flood insurance?,not_humanitarian,infrastructure_and_utility_damage,0.85,
908139109725720576,"Hey Harvey, hey Irma, how about a little GLOBAL relief here??..? Once our country is gone.. Who will the world steal from???",other_relevant_information,not_humanitarian,0.9,
909097395983716352,Here’s how your #AirForce is supporting response &amp; recovery efforts in the wake of #HurricaneIrma:,rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
906845899376222210,Members with storm damage should contact Nationwide claims at 1-800-421-3535 or visit . Stay safe! #Irma,infrastructure_and_utility_damage,caution_and_advice,0.9,
906618441238491136,"Are all #evacuations doomed to lead to bumper-to-bumper, patience-eroding, hypercongestion? Read my OpEd. #Irma",displaced_people_and_evacuations,caution_and_advice,0.85,
909419919799914496,All of the islands that got destroyed by Irma are already under another hurricane watch,infrastructure_and_utility_damage,caution_and_advice,0.9,
908941953399582720,"Maher: None of Trumps Properties Were Damaged by Hurricane Irma, Which Shows There Is No God - Breitbart",infrastructure_and_utility_damage,not_humanitarian,0.9,
908509239982923776,"QuakesToday: 1.6 magnitude #earthquake. 123km ESE of McGrath, Alaska",caution_and_advice,other_relevant_information,0.9,
909422704637251584,Hurricane Irma:Oxfam in Haiti focuses on likely damage to water and sanitation facilities  #emergency,other_relevant_information,infrastructure_and_utility_damage,0.9,
