_order	tweet_id	tweet_text	class_label
29	1062908396599304193	RT @WalshFreedom: These California wildfires have now killed 59 people. 59 lives lost. Just horrible.	injured_or_dead_people
132	1064890382524325888	Rain in wildfire-scarred California will end the fire threat. Now residents are preparing for flooding and mudslides.	caution_and_advice
197	1061320590349557760	RT @EllenFlem: I would call this man a neanderthal, but Neanderthals at least knew how fires worked	not_humanitarian
209	1062442283474272262	President Trump has blamed poor forest management” for the wildfires in California that have killed at least 44 people. For Fact’s Sake, @SRuhle and @AliVelshi break down all of the ways the president has been misleading about these deadly fires.	injured_or_dead_people
223	1066714884166041602	@realDonaldTrump Meanwhile, multiple fatalities and thousands homeless from Hurricane Michael and the California fires, mass shootings (including a law enforcement officer), another service member killed in Afghanistan, but you keep thanking yourself from your tacky gold plated mansion #Sociopath	not_humanitarian
316	1062236531476348928	At least 44 people are now known to have died in Californias deadliest wildfires on record #HeartNews	injured_or_dead_people
342	1064835211064762368	So? @realDonaldTrump fails at basic civics multiple times a day. He couldn’t even remember the name of Paradise,California which was decimated by the wildfires.	not_humanitarian
357	1064611778351423488	RT @rusty_hodge: Rake Force shirts! Awesome! And 100% goes to the victims, win,win!!	rescue_volunteering_or_donation_effort
366	1067409117940277248	203 people are still missing from northern Californias deadliest and most destructive wildfire in modern history. The death toll stands at 88.	missing_or_found_people
382	1061270738555072512	Deaths, destroyed neighborhoods and hundreds of thousands of evacuations: The latest updates on Californias Camp Fire, the states most destructive wildfire on record	displaced_people_and_evacuations
384	1061365173326274560	RIGHT SO I’VE SEEN THOUSANDS OF COMMENTS ON THE CA FIRES WELL WISHES, PRAYERS FOR SAFETY AND CONTAINMENT. BUT TELLING CA THEY ARE RESPONSIBLE FOR THE FIRES AND THREATENING TO CUT OFF FED DISASTER FUNDS? YOU OWN THAT SHIT MOTHER FUCKER RIGHT BY YOURSELF! OH AND FUCK OFF!	not_humanitarian
398	1061296534292258822	In the last 24 hours12 negative, threatening tweets about the election, one tweet about the fires in California which blames the fires on forest service and threatens to remove funding. No mention of human casualties. #unbelievable #nowords #disgusting	other_relevant_information
413	1066842651658379264	RT @RealErinCruz: Praise report! California wildfire that killed at least 85 is now 100% contained #TeamErinCruz	injured_or_dead_people
414	1061321308095594501	I am not a psychologist but this tweet is textbook sociopathy. At least 9 people are dead because of a wildfire and Trump’s response isn’t to offer condolences or direct a federal relief effort, but to angrily threaten to cut aid. And all because California is a blue state.	not_humanitarian
461	1062903417755103232	59 people now confirmed dead and the California wildfires continue to rage — yet, I still cannot stop thinking of what the human piece of sh*t in the White House, Trump tweeted:  all because of gross mismanagement of the forests. Remedy now, or no more Fed payments! #maddow	injured_or_dead_people
485	1067557054083141633	@Alyssa_Milano We loose 22 Veterans a DAY! To suicide! Where are you foul mouth D lister on that? Or how about all the homeless from the fires here in Calif, where are you on that? Why haven’t you been banned from @twitter? Tent cities in California outbreaks of HepA&amp;B, Typhus in LA? Crickets.	other_relevant_information
511	1064598368813494273	Helping Children After a Natural Disaster -- updated w/ links related to California wildfires, as well as info on unique situations immigrant families face before, during, and after a natural disaster |  #ELL #ELLchat @CFTunion @mcricker @AFTunion	rescue_volunteering_or_donation_effort
521	1064347575912939520	FOR SHARING: Watching the news about the #wildfires can make you feel powerless. Heres a list of things you can do today to actively help those affected by the #CampFire in #ButteCounty, via @KQEDnews.	rescue_volunteering_or_donation_effort
546	1062295257860190208	The death toll is growing from Californias wildfires. Hundreds more remain missing after tens of thousands of homes and businesses have burned in the Northern and Southern parts of the state.	injured_or_dead_people
562	1061136304904097792	The Deep State fires in the past two years happen in areas where elites live &amp; where they have underground facilities to traffic kids. FACT! #Pizzagate #Pedogate #QAnon	not_humanitarian
563	1065283184860946437	Join @PureStorage in supporting first responders and those affected by the California wildfires through @DirectRelief. Pure will match first $50,000 donated to the recovery fund. Please considering giving if you can.	rescue_volunteering_or_donation_effort
584	1064203854726746113	Trump says Finland prevents California-scale wildfires because they spent a lot of time on raking and cleaning	not_humanitarian
628	1061259700682063875	TERRIFIED BUNNIES: Thousands of people are evacuating as a wildfire burns in Southern California, but the flames are also forcing animals to evacuate their natural habitats including bunnies trying to find a safe space away from the flames.	displaced_people_and_evacuations
